gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000000326	1820.7910784267513	9.541306420202074e-4	0.008185204808750917	0.041382476027575214	0.9999567909085414
ENSMUSG00000000339	1600.9421228966473	1.885854417733824e-5	0.008188154838206493	0.9636041979270811	0.9999567909085414
ENSMUSG00000000340	846.1831209465569	5.809843369350068e-4	0.008190223192738776	0.1166035185894153	0.9999567909085414
ENSMUSG00000000346	5747.836607358176	2.7638744286574934e-4	0.008178501517953523	0.6291847465413465	0.9999567909085414
ENSMUSG00000000355	1807.6361737928705	-1.1519323555037702e-4	0.0081877943618475	0.7840411498907812	0.9999567909085414
ENSMUSG00000000359	28.000697474382203	3.014427017085052e-5	0.008197704006998872	0.8040642057103442	0.9999567909085414
ENSMUSG00000000365	51.14192025553994	-2.1573300388897987e-4	0.00819706131460314	0.17495184973212002	0.9999567909085414
ENSMUSG00000000374	4245.1938416348285	5.979579997457659e-7	0.008181222401887438	0.9991039646321114	0.9999567909085414
ENSMUSG00000000378	1132.0590629608198	-5.865080944866521e-6	0.008192308073518735	0.9854229101327804	0.9999567909085414
ENSMUSG00000000384	1253.1544934896585	1.9614892091126054e-4	0.008183491270630925	0.6928931819827976	0.9999567909085414
ENSMUSG00000000385	21.456210220477384	3.4218325885847384e-5	0.00819786094749948	0.7566311171575434	0.9999567909085414
ENSMUSG00000000386	9.785716075856813	-2.1676768310438942e-5	0.008198282256979106	0.7655760707792211	0.9999567909085414
ENSMUSG00000000392	97.32842494440166	1.5554727852004388e-4	0.008196257947280926	0.42763581152442515	0.9999567909085414
ENSMUSG00000000399	2864.682855479729	1.0142719898496669e-5	0.008182708713142701	0.9841111803020061	0.9999567909085414
ENSMUSG00000000402	15.389029511038357	5.931931930016013e-7	0.008198190649703466	0.994254990254631	0.9999567909085414
ENSMUSG00000000409	7.602186149200494	-4.911492837023839e-5	0.008198375067800022	0.42337580296568655	0.9999567909085414
ENSMUSG00000000411	2.241595808972911	1.5746510858166856e-5	0.008198526286797767	0.6603908270481287	0.9999567909085414
ENSMUSG00000000416	2504.4643717507474	-6.347526750876815e-4	0.008180513376835234	0.24254466457422075	0.9999567909085414
ENSMUSG00000000420	2838.890873952043	1.5173242852400724e-5	0.008180075546718108	0.977976839130809	0.9999567909085414
ENSMUSG00000000439	957.7747573615818	1.5185305128449488e-4	0.00818436159077847	0.7528328692592966	0.9999567909085414
ENSMUSG00000000440	102.22353117440133	7.134405205122034e-5	0.008195591581549705	0.7481179345052413	0.9999567909085414
ENSMUSG00000000441	1688.538517592846	-2.655940228952358e-4	0.008183158112159363	0.5968171381312244	0.9999567909085414
ENSMUSG00000000486	93.7341694893157	-1.5958272659301356e-4	0.008196049052191467	0.4354628467090373	0.9999567909085414
ENSMUSG00000000489	337.10154735880445	8.498524639418517e-5	0.008191714449151906	0.8001873999939154	0.9999567909085414
ENSMUSG00000000530	453.69847910915155	-2.3587393156384073e-5	0.008189356597513258	0.9516321220785887	0.9999567909085414
ENSMUSG00000000531	145.8823091415677	1.0112766847698746e-4	0.00819526422647589	0.6655072899419976	0.9999567909085414
ENSMUSG00000000532	3892.139214151093	3.8819954772900676e-5	0.008177724064551858	0.9469356611752826	0.9999567909085414
ENSMUSG00000000538	9090.691836592956	1.864187118916606e-4	0.008175454673243444	0.7613993087391934	0.9999567909085414
ENSMUSG00000000552	3805.9480035033193	2.5549794208061446e-4	0.008186340910720279	0.5681172690309071	0.9999567909085414
ENSMUSG00000000555	108.3483287089905	2.375912680920688e-5	0.008195485030788038	0.9162963166324714	0.9999567909085414
ENSMUSG00000000560	972.3754410542391	7.062489544384308e-4	0.008193252782124585	0.01703136583512855	0.9999567909085414
ENSMUSG00000000561	1552.8502558471102	-2.7424166183511643e-4	0.008181410953921641	0.6045630977358811	0.9999567909085414
ENSMUSG00000000562	10.105444516115513	-2.6205327676938474e-5	0.008198229506123835	0.738262348233054	0.9999567909085414
ENSMUSG00000000563	9147.970190912114	-1.4841828474712224e-4	0.008187037795912164	0.732803508690626	0.9999567909085414
ENSMUSG00000000567	1102.9372325746012	-2.4548270064786166e-4	0.008190761910658859	0.49311313546507163	0.9999567909085414
ENSMUSG00000000568	7252.7545314524405	3.0440956838546224e-4	0.008186874008207567	0.4868492333802881	0.9999567909085414
ENSMUSG00000000579	444.4893411757822	2.5388933384262464e-4	0.008192073034484394	0.437410143365603	0.9999567909085414
ENSMUSG00000000581	1734.4073012873357	-1.7594148554294365e-4	0.008187215687305955	0.683386624054432	0.9999567909085414
ENSMUSG00000000594	2889.852588963102	4.2991766068736006e-4	0.008180095578581919	0.4338669775204376	0.9999567909085414
ENSMUSG00000000600	3346.6364392835435	-5.028444105911868e-4	0.008187028493933173	0.24759818182834809	0.9999567909085414
ENSMUSG00000000605	7127.001760545887	2.0076737090906376e-5	0.008184575975230235	0.9665387135352432	0.9999567909085414
